player_id,market_value
2954.0,2.7495550140839837
3037.0,6.644954936039556
3094.0,3.671540381335588
3101.0,3.8246148926278707
3168.0,9.959044076168837
3193.0,5.290723563922847
3205.0,17.108009373998133
3233.0,5.362858110992615
3244.0,3.9246720881336934
3293.0,14.978085813556243
3296.0,4.985853994776777
3302.0,12.210636682802715
3308.0,3.3880469568301597
3314.0,9.218816182192482
3318.0,11.55520834301422
3329.0,4.058715302502606
3336.0,7.6379938785354256
3445.0,11.837819477645416
3457.0,2.811687910873003
3468.0,5.899915909398738
3494.0,29.36747776648329
3500.0,9.417276754626796
3504.0,8.071880505283996
3509.0,6.543117785227299
3532.0,13.036791310193426
3533.0,11.44906513766741
3569.0,9.59457745897002
3576.0,3.037532828745524
3594.0,5.339050270285985
3612.0,7.2589013327208765
3645.0,6.540726174819954
3664.0,7.470913997227318
3702.0,6.435413349629004
3707.0,4.52307420669689
3960.0,8.309601484893765
4272.0,26.900881265852018
4276.0,5.843234242950598
4367.0,7.202727654901122
4417.0,12.276351138918177
4597.0,6.549408862199595
4831.0,6.909110309075529
5204.0,10.741810154544973
5205.0,7.63199053182527
5207.0,3.7576484968033412
5209.0,10.550688839411615
5214.0,9.50816985366895
5215.0,5.038497190641392
5218.0,11.5192372986872
5220.0,3.0417334299286813
5221.0,6.766785212105749
5224.0,7.5112459965179355
5225.0,10.725058033654488
5226.0,8.896700817628266
5227.0,9.240153059040868
5228.0,5.373695250585006
5229.0,10.497970520147884
5230.0,2.7994867815173077
5231.0,10.384905405848595
5232.0,9.90787806344742
5233.0,7.747654214095543
5235.0,6.978196724091587
5236.0,6.434772808362359
5237.0,6.1061705928011305
5239.0,5.0646304306694425
5240.0,7.601716378290002
5241.0,6.5657340013595205
5242.0,8.344775369552092
5244.0,7.902676890680754
5245.0,9.754018095054603
5540.0,4.200492147092404
5543.0,5.659142350295735
5544.0,13.624196352661572
5545.0,5.543256465747549
5546.0,5.072951442947461
5548.0,8.031097581182003
5549.0,11.147163115262192
5550.0,7.523103200681248
5554.0,3.9886542326930208
5607.0,5.654357160142494
5611.0,5.260392864415444
5612.0,4.2899044754010855
5613.0,4.809138997368399
5615.0,12.572436332310854
5621.0,5.727627787821567
5622.0,7.8315594385406975
5624.0,3.764653238203327
5625.0,2.571748160264289
5630.0,3.66715749927942
5632.0,10.898626369632899
5639.0,7.720598819141229
5678.0,7.965775301973688
5685.0,2.7746957162042283
5686.0,8.018793983067223
5688.0,10.434292887914868
5689.0,6.547956671387537
5691.0,11.28199816579972
5692.0,5.905833967972789
5696.0,8.207934990244807
5720.0,18.57599414858621
5722.0,8.092302164654408
5723.0,5.169680659338793
5724.0,6.818836843778865
5725.0,9.087272200688439
5726.0,9.163947336087787
5727.0,6.45120928500469
5835.0,4.617717864778353
6193.0,10.390650214881973
6196.0,8.126993287788087
6330.0,9.025758540769788
6331.0,4.465955245439226
6332.0,6.594644126467231
6334.0,11.425475825725316
6358.0,15.358448405827108
6359.0,11.593260328104414
6360.0,5.740901517958115
10955.0,3.6744304080580337
10956.0,5.079155507310936
10960.0,3.7157704645975866
11098.0,11.644638989779848
20016.0,7.515951868161447
