player_id,role_cluster,performance_score,market_value,inefficiency_score,rationale
3329.0,0,8.133896109375002,4.058715302502606,2.2307922851400335,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3707.0,0,6.02184975532068,4.52307420669689,1.267949312251195,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3244.0,0,5.658682634730539,3.9246720881336934,1.267144080835086,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5207.0,0,3.8390471390168397,3.757648496803341,0.5753603753395977,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5214.0,0,7.246572251112566,9.50816985366895,0.5499200269896272,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
20016.0,0,5.901948961363637,7.515951868161447,0.49268121610237936,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3594.0,0,4.1125331991113745,5.339050270285985,0.30128717502092983,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
10960.0,0,3.0920595903214285,3.715770464597586,0.2848900355249886,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3336.0,0,5.138165784507042,7.6379938785354256,0.15563263964424745,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
10956.0,0,3.2128269307126693,5.079155507310936,0.0023107784453056945,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5209.0,0,6.136030965863874,10.550688839411617,-0.15028619827100187,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3468.0,0,3.1561085972850678,5.899915909398738,-0.21989086612479453,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3960.0,0,4.348330064402344,8.309601484893765,-0.32539844948359803,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
4367.0,0,2.289464776923575,7.202727654901122,-0.8851633863195935,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5205.0,0,2.25,7.63199053182527,-1.005320789945861,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3168.0,0,3.1583454465725804,9.959044076168835,-1.2050086428807596,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3318.0,0,2.544409137296512,11.55520834301422,-1.8398323139117452,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
2954.0,1,10.061151787862903,2.7495550140839837,3.324475683420704,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5625.0,1,8.074124563333335,2.571748160264289,2.5679405568412257,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5612.0,1,8.806533230167684,4.2899044754010855,2.445352229168808,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3094.0,1,7.237354452777778,3.671540381335588,1.9640076633406167,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5613.0,1,7.887497997096774,4.809138997368399,1.9493352088189093,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5624.0,1,7.1686789844758065,3.764653238203327,1.9137491774248008,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5236.0,1,8.503675646795056,6.434772808362359,1.802441903742237,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3457.0,1,6.211633917459677,2.811687910873003,1.760051774235188,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3296.0,1,7.158911489758063,4.985853994776777,1.6131715574320824,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5540.0,1,6.653225806451612,4.200492147092404,1.6004213947744792,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
4831.0,1,7.957049832635871,6.909110309075529,1.467216107209799,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5611.0,1,6.953886590624999,5.260392864415444,1.4639650931169732,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
6330.0,1,8.922089946061046,9.025758540769788,1.3414567291862975,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5241.0,1,7.121616650701531,6.5657340013595205,1.2143867740265963,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
4597.0,1,6.903519592657258,6.549408862199595,1.1305739727543376,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5621.0,1,6.358695652173913,5.727627787821567,1.1109184089503659,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3037.0,1,6.774193548387096,6.644954936039556,1.05531414319233,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
11098.0,1,8.191742117266484,11.644638989779848,0.41134862020434615,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5632.0,1,7.6783066716532264,10.8986263696329,0.38592091099618153,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
4417.0,1,7.699027193466495,12.276351138918177,0.059592090793465946,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5225.0,1,6.084183673469388,10.725058033654488,-0.21351006213628948,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5226.0,1,4.937014725797872,8.896700817628266,-0.23108266228441887,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5218.0,1,5.224992881447369,11.5192372986872,-0.7522291080457382,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5696.0,2,5.046058159622844,8.207934990244807,-0.019884820951814527,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5686.0,2,4.904454099682692,8.018793983067223,-0.030931826139179667,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
6196.0,2,4.364758616596639,8.126993287788087,-0.2744283416609898,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
4276.0,2,2.28515625,5.843234242950598,-0.5566578117830485,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
6360.0,2,0.09615384615384615,5.740901517958115,-1.412816406683167,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
6193.0,2,2.7005801445,10.390650214881973,-1.4940903554831635,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5688.0,2,2.4065152339960627,10.434292887914868,-1.6230452507745743,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
6334.0,2,1.814516129032258,11.425475825725316,-2.1020814825823946,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3205.0,2,3.8827433628318584,17.108009373998133,-2.650039272885852,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3494.0,2,6.10312384180328,29.36747776648329,-4.734387249183331,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5220.0,3,2.410714285714286,3.0417334299286813,0.17439910906821043,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3233.0,3,3.5982659809943187,5.362858110992615,0.08852472291072322,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5835.0,3,3.0648794416508154,4.617717864778353,0.05485530496439828,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5224.0,3,4.445098125657217,7.511245996517936,-0.09252029116044323,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3576.0,3,1.693548387096774,3.037532828745524,-0.11322115714663306,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5607.0,3,3.0570652173913047,5.654357160142494,-0.20010365748281256,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3645.0,3,3.508064516129032,6.540726174819954,-0.23389937431043412,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3702.0,3,2.4854651162790695,6.435413349629004,-0.6198871432750073,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5723.0,3,1.6587999949736842,5.169680659338793,-0.6451345107121988,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5630.0,3,0.7242435777925532,3.66715749927942,-0.6562856615810704,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5228.0,3,1.6237113402061858,5.373695250585006,-0.7088147327387235,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3101.0,3,0.36290322580645157,3.8246148926278702,-0.839964335662425,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5545.0,3,1.0981979842741934,5.543256465747549,-0.9615089622387725,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5233.0,3,2.013157894736842,7.747654214095543,-1.1287398856906006,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5550.0,3,1.7396907216494846,7.523103200681248,-1.1842567920941265,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5724.0,3,1.1968085106382977,6.818836843778865,-1.2316768010802748,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5543.0,3,0.49112288225806444,5.659142350295735,-1.2339912005301523,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5240.0,3,0.5923557625128866,7.601716378290002,-1.6651255397201081,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5204.0,3,2.2551327203684215,10.741810154544972,-1.7586729540999506,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5725.0,3,1.1968085106382977,9.08727220068844,-1.7827109434923512,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
3569.0,3,0.5069013858870967,9.59457745897002,-2.1836120683115885,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
5231.0,3,0.846774193548387,10.384905405848595,-2.2388036158673357,High per-90 output with below-median market value; profile suggests undervalued contribution for role cluster
